sample,thickness_m,height_m,width_m,youngs_modulus_pa,density_kg_m3,tip_force_n,max_stress_pa,tip_deflection_m,mode_1_frequency_hz
391,0.0013236593618237763,0.03318551102615122,0.09818176952864013,191239835802.18945,8069.276254709808,829.5203220651481,173271000.0,0.01982481,39.89251
392,0.0012142749043991834,0.041653920912868,0.08719288570055597,205818337044.548,7607.943711187018,1157.3756437922239,220597000.0,0.01885219,52.38479
393,0.0011895305930218962,0.04310426216055711,0.0790859004637456,211644313213.164,8014.511101698529,1073.7992069912066,217568000.0,0.01751392,52.92445
394,0.0014160218161210002,0.03887059533595703,0.06841354368490032,203506377517.80774,8018.522351230427,822.5363982112804,182598000.0,0.01696312,46.20095
395,0.0018646695720687919,0.03301933227370282,0.06045893461741948,197670699764.6047,7938.633418936501,737.7742681478104,175895000.0,0.01979816,38.28093
396,0.0018050755441397126,0.03332023165933243,0.09597556155101031,210492440297.58414,8016.634952753116,801.8200702264792,129324000.0,0.01340097,41.47539
397,0.0012502557913959928,0.045478323701894,0.0990292970859525,220121429846.60538,7707.152333532002,1232.5149571935372,184358000.0,0.01347202,59.06584
398,0.0012276987988113254,0.03441168977874318,0.07351621997289148,205346642405.61874,7871.012813667959,828.3461436130285,228380000.0,0.0236911,42.33587
399,0.0018785038580818403,0.034949412962029726,0.0645926293740077,203877074730.23,7731.640795602732,926.7868783346672,192780000.0,0.01987259,41.8462
400,0.001920809621295749,0.04715631519338696,0.09701939060617293,215886735610.5969,7994.8760741072465,1257.3336932561201,123832000.0,0.008908724,58.4517
401,0.0017408071098012796,0.035823478249861866,0.07401975413811036,218077522095.36435,7940.1942273016575,1052.5032795003046,201227000.0,0.01888787,44.49737
402,0.0014208882451902485,0.04890929316947264,0.06173361716963588,204564763894.1539,7809.318104094933,754.0304915040987,150894000.0,0.01003341,57.22693
403,0.0019971661749265627,0.047604652247359255,0.06164103076640669,214422489905.97333,7698.763298005473,839.7668363672747,115863000.0,0.008362912,56.87969
404,0.001523865251389734,0.04481846737054488,0.07319009250544453,191316141347.75082,7601.234678776062,1250.6836785498529,205544000.0,0.0176291,52.71833
405,0.0018361994438007693,0.03805787476505399,0.08167451033143129,208641570705.71,8083.368371457828,1069.891180680712,166138000.0,0.0153268,46.0056
406,0.0013143436042950213,0.04061413937972577,0.06731310589637832,212447427567.69928,7619.30272633817,938.851634098443,214092000.0,0.01824532,50.46661
407,0.0013748249564389423,0.04734808358473637,0.07228502975662401,207447071543.318,7736.002332607662,973.4075328111187,165843000.0,0.012426,57.32229
408,0.0016095951894409925,0.03975658024068808,0.08196148996821907,215719990115.08453,7910.950925952276,1285.1148682524035,211696000.0,0.01809372,49.57677
409,0.001264834043475869,0.04079893311135302,0.08634741328305853,222709584877.96982,7750.35845279666,1032.6517082135326,196017000.0,0.01580319,52.84609
410,0.0014387504787306308,0.03651664972414866,0.06195150428568898,221352916464.32727,8034.726843459274,1142.16712026321,294094000.0,0.02674863,44.92025
411,0.0013462540255691966,0.038887554143973636,0.09463276735372225,191498540753.4689,7839.778262012363,901.9191801282535,158268000.0,0.01551529,46.89469
412,0.0018223451182949825,0.03561463557418676,0.08587269099121987,219446298598.97525,7805.553749978839,917.3630699754216,149047000.0,0.01393572,45.30078
413,0.0015905533593380656,0.035797288868250954,0.08541054140910014,221986473418.3198,7719.856992598674,1124.5683697725528,205506000.0,0.01890351,46.31326
414,0.0014452532329134826,0.03596201082870525,0.09683958772841131,195443561188.57184,7634.894249862538,1264.7940333704764,224228000.0,0.02322689,44.55784
415,0.001886368538728898,0.04599019965943722,0.08817819953551821,216543810651.6711,7913.889179230301,1017.2696082968479,114036000.0,0.00840057,56.9692
416,0.0015260818078732578,0.03346152302930347,0.09191592447287977,215625368811.68195,7715.116333718427,875.7734302633492,169041000.0,0.01706002,43.16744
417,0.0018088954937593121,0.04171237732030006,0.07825444393955643,218175097997.31256,7734.966122204857,745.9803820522612,108637000.0,0.00876338,52.24387
418,0.001972099007460395,0.037910150582347556,0.06693782414878316,215056267244.05466,7801.059648587462,998.8755247301444,174213000.0,0.01570195,46.25838
419,0.001976935169360574,0.03532487657317983,0.09116299199514313,221400616424.3031,8005.8805515640715,1207.4838965219667,175288000.0,0.01634386,44.62176
420,0.0010235345357066477,0.040357880933129364,0.07822833341594115,216444131094.36597,7773.451385940678,1228.941842538306,313010000.0,0.02629656,51.29424
421,0.0017196735866305643,0.040691720615298875,0.09933055253832027,215996168849.99115,8090.087794659591,1022.6188082422779,130566000.0,0.01083774,50.92668
422,0.0011061731326803739,0.042047510361172775,0.061133672993333124,209555809985.78857,7976.379853342534,897.2329448080761,248877000.0,0.02079229,50.27218
423,0.0018406190088975645,0.04639940664077854,0.08248335259366715,196469007736.69742,7718.218534160597,1121.9472617931265,134627000.0,0.01084833,55.07301
424,0.0017539752055721685,0.04202564955224445,0.07795942479045473,198649410749.8182,7831.660282945838,1095.7002086946284,162982000.0,0.01433426,49.93564
425,0.0015929449102510056,0.04570248998697104,0.08520240544935602,197407895088.45633,7679.680334432373,1255.2472474348906,169996000.0,0.0138312,55.0479
426,0.0019509133816475281,0.03428602591074893,0.08154850076276605,200433499876.0598,7936.7147789145065,849.168674116894,142819000.0,0.01519648,41.04879
427,0.0017939499195939897,0.03465455401498159,0.08780290242176028,216247830364.80634,8059.382330539446,1089.186027269918,181982000.0,0.01772351,43.23104
428,0.001544506536570324,0.03817340331782565,0.09147168442680172,203972275432.4105,7755.958746967493,1071.8800577730706,175025000.0,0.01642003,47.42777
429,0.001366690008151597,0.04020816000921491,0.07919873574086694,195770969155.22217,7638.248991247117,1080.6078702063833,209562000.0,0.01953136,48.69853
430,0.0014129095901975548,0.04803368302471338,0.09994426200437803,215559872362.52145,8010.877710462797,1259.2885813644702,156229000.0,0.01104744,60.15783
431,0.0015759479651928968,0.045505896808965524,0.09551386076587523,223166376025.18765,7790.996105853619,1144.6656919533568,142666000.0,0.01028638,58.56827
432,0.0010493312815465653,0.04394602425518647,0.08676391278713569,218251834038.17795,7928.232338967301,950.928243632716,195477000.0,0.01494727,55.70136
433,0.0014106948654964658,0.034443521226005844,0.07709636873642321,216466067719.22174,7830.911265506992,899.911772992731,209824000.0,0.02060915,43.58569
434,0.001222114990761533,0.0491737760657071,0.08300710374583609,207033282217.83307,7760.543254401646,1200.6958473526765,193932000.0,0.01400372,60.27286
435,0.001629936837338614,0.03404681034263883,0.09907086409571651,224703721341.62897,8080.333947700731,825.5785324870465,137801000.0,0.01308171,43.92455
436,0.0010502267088837445,0.04269850666211984,0.0784405729759945,214165897343.90335,7713.728862113765,892.6068882678258,206853000.0,0.01661195,53.92257
437,0.0012756050358962733,0.04672900809793325,0.06545415459067452,193296849523.21136,7686.122523018776,1217.2484844855285,271569000.0,0.01999298,54.34658
438,0.0011635433275367362,0.04370245432553137,0.07275430294469185,201870425344.12573,7846.439626104032,1058.3888771720196,230981000.0,0.01925119,52.46686
439,0.0018694228939860782,0.03368331268383281,0.06887340576084343,194165240457.1997,7761.112238324286,876.8438176368708,181477000.0,0.02035516,39.62171
440,0.0018309580487344884,0.04145257065494297,0.09828284786989464,206645350585.66995,8006.177064122807,1076.5619404440622,128264000.0,0.01093261,50.77441
441,0.0010825667544865454,0.03449264053958614,0.06379401047663778,190079595153.75317,7751.708949647549,959.3420593345086,334329000.0,0.03745891,40.7236
442,0.0011365411790808014,0.03416724500620058,0.07386683362323782,213040755988.8107,8021.0069011372825,803.8958045745704,238832000.0,0.02404721,42.56287
443,0.001736372168632581,0.04230519512865735,0.06868377038674303,208345113570.01874,7701.605574070428,1146.9214409004685,190220000.0,0.01587196,51.21182
444,0.0016537881152860181,0.03569987209301362,0.0860127443063573,213002241309.40198,8039.605915910584,720.1048227781713,126788000.0,0.01218446,44.29078
445,0.001093016779331405,0.048638990589391376,0.0720883868705781,222545091989.7569,7600.42517926876,1048.6392719585292,214310000.0,0.01457553,61.71351
446,0.0018267714362990568,0.035367898075271305,0.06780810841433173,209496968350.12994,7841.418000871244,830.1988201467618,167004000.0,0.01654748,42.87556
447,0.0016550557110979586,0.041114557928841514,0.09522034816070098,207126103505.40732,7769.199422882484,1026.5756191971946,138949000.0,0.01192299,51.26954
448,0.0017676930155892515,0.041231023431377696,0.07645717504051207,198208257937.46512,7991.7612146706415,811.9943157709923,124920000.0,0.01122388,48.39154
449,0.0019754897506878847,0.04929759882451652,0.09056410828256671,219793308472.30804,7944.124261514036,1186.0156665025554,114380000.0,0.007749141,61.16982
450,0.0010522502983023898,0.03941002882292996,0.08417442734243719,192447749542.34296,7923.6066981163,992.9551199520185,238148000.0,0.02300238,47.17491
451,0.0014226224955744802,0.04108882134461584,0.07620897087799339,224383139213.74707,8073.290441596052,878.2379136164611,165287000.0,0.01316435,51.46942
452,0.0017602150313255807,0.03328772187135853,0.06542636867926731,220615003736.49664,8056.028005657298,921.7032921120319,213219000.0,0.02131171,40.9142
453,0.0012055006592421324,0.03750297804147336,0.09881115491557811,221064152172.1712,7811.496821473275,953.2109530263974,186153000.0,0.01635355,49.14689
454,0.001987975718198156,0.03273596650074161,0.0847590168765836,218573478683.65128,7744.644718460448,1072.7075903693212,181879000.0,0.01854917,41.59124
455,0.0010756641240388023,0.038273330651661115,0.07857722328726495,205180433567.54547,8087.606542926012,1184.928514005565,306042000.0,0.02857597,46.58399
456,0.0012139945854526485,0.04365324467345759,0.0979555966171958,215246613429.8238,8001.727954810823,751.0479550181161,122415000.0,0.009525292,55.17292
457,0.0011136369537837806,0.04332093349132546,0.06330346432629494,218029729353.316,7919.906890669142,1110.5867096630013,317444000.0,0.02233733,53.07443
458,0.0013376500443250251,0.042952466767978,0.06653115479113793,210735206705.63608,7952.793727096595,1029.7760054755654,217687000.0,0.01769538,51.69353
459,0.001843005948307565,0.03617481430347086,0.08094197621289742,199609319142.3471,7829.162616521695,1157.1030575632747,192327000.0,0.01949838,43.52351
460,0.0011142358445811239,0.034239289380654084,0.06153042525634344,191771110001.17947,8019.325846932706,924.9698881199861,326774000.0,0.03656971,39.75719
461,0.0016626944255510173,0.032866912052075606,0.07047195823988667,197467896486.55078,8033.927545026404,966.4662337936672,223575000.0,0.02525333,38.6906
462,0.0012291094690680012,0.03355968759905566,0.08961271039483966,209670629982.63464,7768.8382175422075,1041.0405848731382,248565000.0,0.0257504,42.81855
463,0.0016582251542037265,0.04809024048643337,0.07113967275518515,197535169227.51624,7981.3514032085295,814.5831421647533,116279000.0,0.009010763,55.42958
464,0.0015194805154958267,0.03854713203096786,0.07855064422135287,212042767399.9604,7934.362209959865,745.1783069783205,139296000.0,0.01249672,47.58691
465,0.0015615667331235882,0.03201109213666259,0.08490505203473869,210332258219.535,7804.065042183134,1069.1375029222704,229008000.0,0.02481027,40.30693
466,0.0011683282740574613,0.040133294981314446,0.06930081351247692,194410808681.03177,7875.153401783712,978.904402336828,246191000.0,0.02319251,47.28439
467,0.0015727464678713457,0.04282328157622027,0.09514564118253935,210176072323.1773,7833.001771518882,1180.6090444995993,159292000.0,0.01294441,53.54109
468,0.0017878773918684533,0.03680254911377369,0.06839047806800143,193132866446.95108,7958.671220088694,1050.7227641522218,203259000.0,0.02100174,42.50944
469,0.001257632383752243,0.04117403289391368,0.0986364028606001,216888873204.45523,7609.306494575644,962.752064241259,161942000.0,0.01323822,53.76311
470,0.0013799434153887239,0.0432118877253269,0.07325739724789707,201228229155.46976,7855.565395824319,913.6920249252277,171821000.0,0.01452604,51.60022
471,0.0016794243819700774,0.044107550766736205,0.06015567565507051,195043089762.60678,7787.019242532092,1097.5131104451802,198690000.0,0.0170089,50.50457
472,0.0011250695750568728,0.042144080236184225,0.09873499869278017,191978455213.1997,7825.778045960439,913.0585416470112,165462000.0,0.01493728,51.13424
473,0.0013430744021243664,0.04745024922020098,0.09122529242525328,198354978271.9522,7621.350172577437,824.4754359047411,117620000.0,0.009167288,58.05041
474,0.001279256577480341,0.03678635615772428,0.09065704470913503,202849690124.9381,7684.561761642913,1082.5055724820797,220902000.0,0.02161466,46.16732
475,0.001483581145437081,0.041806838410535514,0.0871013957587837,221635505380.3904,7820.232492584019,1011.5482366787123,159935000.0,0.01264671,53.45694
476,0.0018612395288322013,0.03594447254186543,0.09505479641412737,224767541417.2842,7622.241963788742,940.0725461910645,135572000.0,0.01222404,47.18085
477,0.0014426782636081505,0.039112459481077624,0.07802017682214826,214747947184.1174,7665.585572728892,1290.969660203713,249805000.0,0.02181623,49.45245
478,0.0016353645553303816,0.03516424699221392,0.07172681183955791,191461330018.32095,8024.589558526444,1036.5316795345439,220156000.0,0.02398593,40.74519
479,0.0019781385776375887,0.047010695996082374,0.06203028332747984,209777958536.93448,7978.979738871796,1010.5005421888735,142167000.0,0.01061976,54.69482
480,0.0015017630294952905,0.04488019541075367,0.08189803438052312,201941908556.52325,7856.470960606511,860.7988120072883,130089000.0,0.01054049,54.01444
481,0.0015836762612787426,0.036352631610118084,0.07747602612805898,198936964759.0719,7630.4516022639655,740.5338120373904,145159000.0,0.0147096,44.34643
482,0.0016899515412918248,0.03844611079155427,0.06759133535030488,202591119887.64267,8035.8534531734895,1224.422468171208,237874000.0,0.02244304,45.20233
483,0.00151076467951966,0.04292202956173866,0.07504106414387851,224013809286.15076,7943.025499107458,766.9551842241351,131239000.0,0.01003005,53.78562
484,0.0010027538569928759,0.0402648769916491,0.07028928385492182,193154812967.00644,7681.850772271559,977.2035171867085,278671000.0,0.02633372,48.12954
485,0.001377241749877817,0.04007664410346001,0.09608256746148133,209105967926.47348,7837.077135637075,976.5186263375748,159721000.0,0.01391632,50.44996
486,0.0010065912062420452,0.03462262936938009,0.08547732900553352,207802854039.96924,7687.5437526926125,861.8140177862728,248125000.0,0.02519517,44.22858
487,0.0013455117618498289,0.04647724185952424,0.07887724232057339,194360379654.50916,8071.000609963486,945.9910204046719,156341000.0,0.01272237,53.9564
488,0.0017736779086343602,0.03957173080516785,0.09663520073323317,221458714701.1301,8015.315999896439,1138.494224382263,149913000.0,0.01248343,50.25926
489,0.0016272696305939579,0.038022897837344485,0.0682724564457589,215325465397.95343,7635.436864456415,718.1417113394333,145007000.0,0.01301236,47.44327
490,0.0016566663334286191,0.04577101550573383,0.07357427327177045,206933987965.33936,7753.755372867241,1107.9865758962958,163756000.0,0.01271688,55.21806
491,0.0019020267481649502,0.039083990638923365,0.07081480992458516,220018194858.27365,7901.716398850394,1192.698067216926,196647000.0,0.0167981,48.21728
492,0.0011213511886717167,0.036435259370740644,0.06744338452735876,208488729386.14444,7662.846422133052,771.0679735883808,231997000.0,0.02243247,45.33662
493,0.0014017041061733905,0.042371118280163766,0.09755856971394652,219936453323.83603,7802.842974502666,758.7858290941851,112683000.0,0.008835714,54.67612
494,0.0012835041060166783,0.044783095277721875,0.09105621902461823,221082114440.45746,7902.899238478879,1294.4893855077933,206905000.0,0.01531541,57.11823
495,0.0018514856990519387,0.042672454098592195,0.08005436360915492,194810157411.48297,7605.426154697975,734.5800182057566,99885500.0,0.008820299,50.926
496,0.0015030617331260557,0.043604570758458416,0.09158974543414539,214434858401.0386,7864.494275300546,1103.4165664337388,156818000.0,0.01228314,54.77713
497,0.0013566921891387579,0.04871443996611599,0.06722270952472058,197848743007.2057,7655.386394564953,769.2661394179344,135960000.0,0.01039036,57.28914
498,0.001617800980714269,0.0382421749776998,0.09311469177569835,211823109458.38174,7700.939292815398,946.5413348931921,145680000.0,0.01312987,48.57398
499,0.0011016793237501143,0.0365500253365004,0.07977673078953094,206392468349.54596,7834.690456491862,1008.9412545607665,265945000.0,0.02582412,45.51746
500,0.0012948739784798273,0.04530297606144245,0.08954759088868602,206155293901.33234,7659.020756760413,1025.0823042074908,162568000.0,0.01276384,56.51965
